id,added_at,title,url,description,added_by
202605141521140594,2026-05-14T15:21:14,"마이크로소프트, 2026년 1분기 AI 확산 보고서 발표 - Source Asia",https://news.microsoft.com/source/asia/2026/05/12/the-state-of-global-ai-diffusion-in-2026/?lang=ko,,expert
